2,2,1,14.3,679800,10,2
2,2,1,12.1,289800,10,2
4,2,1,13,249900,10,2
2,1,1,100,589073,10,3
1,1,1,100,596444,10,3
2,1,1,83.4,395500,10,3
2,1,1,82,417785,10,3
2,1,1,44.1,243800,10,3
2,2,1,77,48850,10,3
4,2,1,14.4,321800,10,3
1,2,1,17.8,407595,10,3
1,2,1,14.4,449700,10,3
4,2,1,14.3,613800,10,3
1,2,1,13,230754,10,3
2,2,1,17.3,706800,10,3
4,2,1,10.5,424444,10,3
2,2,1,14.4,472222,10,3
1,2,1,10,250000,10,3
4,2,1,17.8,547000,10,3
2,2,1,10.5,874800,10,3
1,2,1,10,937800,10,3
2,1,1,116,1125957,30,1
2,1,1,90.6,486000,30,1
1,1,1,96.1,528000,30,1
2,1,1,108.4,872898,30,1
1,1,1,108.4,864702,30,1
2,1,1,70.5,400000,30,1
2,1,1,70.5,440000,30,1
2,1,1,80,579800,30,1
1,1,1,85,309200,30,1
1,2,1,25.4,457600,30,1
4,2,1,25.4,522300,30,1
1,2,1,28,976670,30,1
4,2,1,25.4,407300,30,1
2,2,1,15.6,409000,30,1
2,2,1,31.2,689905,30,1
4,2,1,13.5,509800,30,1
1,2,1,13.8,458592,30,1
2,2,1,13.8,178900,30,1
2,2,1,13.8,367202,30,1
4,2,1,13.8,411111,30,1
2,2,1,13.8,396000,30,1
1,2,1,13.8,244444,30,1
4,2,1,13.8,249444,30,1
4,2,1,13.8,324580,30,1
1,2,1,11,734000,30,1
2,2,1,13.8,1038000,30,1
1,2,1,10.9,429800,30,1
2,2,1,13.8,564340,30,1
2,1,1,66.6,343206,6,1
4,1,1,49.2,259579,6,1
4,1,1,84.3,439900,6,1
1,1,1,66.1,353900,6,1
1,1,1,105.7,949000,6,1
2,1,1,66.5,339900,6,1
1,1,1,83.9,429900,6,1
2,1,1,111.5,610000,6,1
2,1,1,80,470000,6,1
4,2,1,19.4,515000,6,1
2,2,1,29.5,1404365,6,1
2,2,1,14.2,387291,6,1
1,2,1,18.7,974000,6,1
4,2,1,12,496900,6,1
2,2,1,10.9,366000,6,1
4,2,1,20,439900,6,1
2,2,1,20,442777,6,1
2,2,1,20,705000,6,1
2,2,1,20,648000,6,1
2,1,1,100,663000,10,2
1,1,1,93.4,735000,10,2
1,2,1,25.9,1518000,10,2
2,2,1,25.9,878000,10,2
2,1,1,54,313300,3,4
4,2,1,12.4,352000,3,2
1,2,1,15.6,486000,3,4
2,2,1,17.3,643000,3,1
2,2,1,14.2,234700,3,3
2,2,1,38.2,2202000,39,2
2,2,1,38.2,2202000,39,2
2,2,1,11.5,445800,39,2
2,2,1,12.17,422800,39,2
2,2,1,13.8,1412000,39,2
2,2,1,90,263800,39,1
2,2,1,13.8,519000,39,1
2,2,1,200,392800,39,2
2,1,1,70,253000,40,1
2,1,1,85,239700,40,4
2,1,1,79.7,208900,40,2
2,1,2,79.7,189900,40,2
2,1,1,102,297700,40,4
4,1,1,52.5,159900,40,1
1,1,1,61.6,112800,40,2
2,2,2,24.4,149900,40,1
2,2,2,10.48,265900,40,4
1,2,2,11.5,199900,40,2
2,2,2,10.48,219700,40,4
3,2,2,10.48,529900,40,2
2,2,2,77,259900,40,1
3,2,2,13.8,232900,40,2
2,2,2,10.48,299900,40,2
2,2,2,10.48,392700,40,4
2,2,2,10.48,219900,40,2
2,2,2,10.48,229700,40,4
1,2,2,10.4,119900,40,2
1,2,2,10.48,108900,40,1
3,2,2,10.48,136900,40,1
3,2,2,10.48,149900,40,2
2,1,1,91,249900,15,1
2,1,2,72.6,249900,15,1
2,1,1,60.4,179000,15,1
2,2,1,14.4,345000,15,1
1,2,1,11.4,209800,15,1
2,2,1,14.4,353800,15,2
2,2,1,14.4,249800,15,1
2,2,1,10.9,164800,15,1
1,1,2,75,140000,4,1
2,1,1,82,299900,4,1
2,1,2,60,299900,4,1
1,1,1,82,265652,4,1
1,1,2,60,265652,4,1
2,1,1,100,879900,4,1
1,1,1,100,789900,4,1
2,1,1,77.4,548900,43,1
1,1,1,94.5,580000,43,1
1,2,1,13.8,197800,43,1
