31,12,0,0,0,0
31,13,0,0,0,0
31,14,0.000870453,0.003806829,0,0
31,15,0,0,0,0
31,16,0,0,0,0
31,17,0,0,0,0
31,18,0,0.001627144,0,0
31,19,0,0,0,0
31,20,0,0,0,0
31,21,0,0,0,0
31,22,0,0,0,0
31,23,0,0,0,0
31,24,0,0,0,0
31,25,0,0,0,0
31,26,0,0,0,0
31,27,0,0.001579995,0.001523909,0
31,28,0,0,0,0
31,29,0,0,0,0
31,30,0,0,0,0
31,31,0,0,0,0
31,32,0,0,0,0
31,33,0,0,0,0
32,1,0.020960697,0.040975195,0,0.008564365
32,2,8.88E-05,0.003553702,0,0
32,3,0,0,0,0
32,4,8.82E-05,0,0.012783227,0
32,5,9.02E-05,0,0,0
32,6,0,0,0,0
32,7,0,0,0,0
33,1,0,0.005918006,0,0
34,1,0,0,0,0
35,1,0.000126061,0.002223821,0.001298429,0
35,2,0,0.001093322,0,0.005365901
35,3,0,0,0,0
35,4,0,0,0,0
36,1,0.000189055,0.008565349,0,0
37,1,0,0,0,0
38,1,0.000201101,0.000346157,0,0
38,2,0.013957407,0.0156968,0.002834503,0
38,3,0.012475674,0.016744329,0,0
38,4,5.57E-05,0.000421621,0,0
38,5,0,0.000648104,0.022343135,0
39,1,0.001337936,0.003696871,0,0
39,2,0,0.000101974,0,0
40,1,0.039890914,0.014161191,0.03981754,0
40,2,0.055321577,0.031498266,0.128422868,0
40,3,0,0,0,0
40,4,0.010299166,0.015669373,0,0
40,5,0.016074662,0.009380631,0.304726573,0.633553377
41,1,0.000996426,0.004017517,0,0
42,1,0,0,0,0
43,1,0.042799748,0.024973785,0.00351452,0
43,2,0.021420566,0.014681138,0.000516697,0
43,3,0,0,0,0
43,4,0,0,0,0
44,1,0.00223982,0.001799231,5.75E-07,0
45,1,0,0,0,0
45,2,0,0,0,0
46,1,0,0,0,0
46,2,0,0,0,0
47,1,0.029952122,0.069393348,0.067203434,0.124562677
47,2,4.67E-05,0.000257645,0,0
47,3,0.000924318,0.000696534,0,0
47,4,0,0,0,0
47,5,0.00030258,7.32E-05,0,0
47,6,0,0,0,0
48,1,0.00182551,0.001438372,0,0
48,2,0.003928426,0.000166914,0.000661686,0
48,3,0,0.082528853,0,0
48,4,0,0.007083949,9.52E-05,0
48,5,0,0.00325176,0,0
49,1,0.0056594,0.008586483,0.005966927,0
49,2,0,0,0,0
49,3,0,0,0,0
49,4,0.007993479,0.008515015,0.002823254,0
49,5,0,0,0,0
49,6,0,0,0,0
49,7,0,0,0,0
49,8,0,0,0,0
49,9,0,0,0,0
49,10,0,0,0,0
49,11,0,0,0,0
49,12,0,0,0,0
50,1,0,0,0,0
50,2,0,0,0,0
51,1,0,0,0,0
