4318591.048,4545926.732,4773262.416,5000598.1,5227933.784,5455269.468,5682605.152,5909940.836,6137276.52,6364612.204,6591947.888,6819283.572,7046619.256,7273954.94,7501290.624,7728626.308,7694150.638,7659674.968,7625199.298,7590723.628,7556247.959,7521772.289,7487296.619,7452820.949,7418345.279,7383869.609,7349393.939,7314918.269,7280442.599,7245966.929,7211491.259
186519.6335,193702.4483,200885.263,208068.0778,215250.8926,222433.7074,229616.5222,236799.3369,243982.1517,251164.9665,258347.7813,265530.5961,272713.4108,279896.2256,287079.0404,294261.8552,291021.3237,287780.7921,284540.2606,281299.7291,278059.1976,274818.666,271578.1345,268337.603,265097.0715,261856.54,258616.0084,255375.4769,252134.9454,248894.4139,245653.8823
476040.0249,566555.0108,657069.9968,747584.9827,838099.9687,928614.9546,1019129.941,1109644.926,1200159.912,1290674.898,1381189.884,1471704.87,1562219.856,1652734.842,1743249.828,1833764.814,1822230.968,1810697.122,1799163.277,1787629.431,1776095.585,1764561.739,1753027.893,1741494.047,1729960.202,1718426.356,1706892.51,1695358.664,1683824.818,1672290.972,1660757.126
3341637.751,3520815.913,3699994.076,3879172.238,4058350.401,4237528.563,4416706.726,4595884.888,4775063.051,4954241.213,5133419.376,5312597.538,5491775.701,5670953.863,5850132.026,6029310.188,6024014.786,6018719.383,6013423.98,6008128.577,6002833.174,5997537.772,5992242.369,5986946.966,5981651.563,5976356.16,5971060.758,5965765.355,5960469.952,5955174.549,5949879.147
18092055.22,20191530.98,22291006.75,24390482.51,26489958.28,28589434.04,30688909.81,32788385.57,34887861.34,36987337.1,39086812.87,41186288.63,43285764.4,45385240.16,47484715.93,49584191.69,49001092.17,48417992.64,47834893.11,47251793.58,46668694.05,46085594.53,45502495,44919395.47,44336295.94,43753196.41,43170096.89,42586997.36,42003897.83,41420798.3,40837698.78
5036623.675,5220143.052,5403662.428,5587181.804,5770701.18,5954220.556,6137739.932,6321259.308,6504778.684,6688298.061,6871817.437,7055336.813,7238856.189,7422375.565,7605894.941,7789414.317,7758911.341,7728408.364,7697905.388,7667402.411,7636899.435,7606396.458,7575893.482,7545390.505,7514887.529,7484384.552,7453881.576,7423378.599,7392875.623,7362372.646,7331869.67
5819698.141,6699394.657,7579091.173,8458787.69,9338484.206,10218180.72,11097877.24,11977573.75,12857270.27,13736966.79,14616663.3,15496359.82,16376056.33,17255752.85,18135449.37,19015145.88,18916518.37,18817890.85,18719263.33,18620635.81,18522008.3,18423380.78,18324753.26,18226125.75,18127498.23,18028870.71,17930243.19,17831615.68,17732988.16,17634360.64,17535733.12
4159044.289,4379852.792,4600661.295,4821469.798,5042278.301,5263086.804,5483895.307,5704703.81,5925512.313,6146320.816,6367129.319,6587937.822,6808746.325,7029554.828,7250363.331,7471171.834,7432324.217,7393476.6,7354628.983,7315781.366,7276933.749,7238086.132,7199238.515,7160390.898,7121543.281,7082695.664,7043848.047,7005000.43,6966152.813,6927305.196,6888457.579
12637861.79,12790085.62,12942309.45,13094533.28,13246757.11,13398980.94,13551204.77,13703428.6,13855652.43,14007876.26,14160100.09,14312323.92,14464547.75,14616771.58,14768995.42,14921219.25,29596647.75,44272076.25,58947504.75,73622933.25,88298361.75,102973790.3,117649218.8,132324647.3,147000075.8,161675504.3,176350932.8,191026361.3,205701789.8,220377218.3,235052646.8
32509038.97,34237860.4,35966681.83,37695503.26,39424324.69,41153146.12,42881967.54,44610788.97,46339610.4,48068431.83,49797253.26,51526074.69,53254896.12,54983717.54,56712538.97,58441360.4,57994669.34,57547978.28,57101287.22,56654596.16,56207905.1,55761214.03,55314522.97,54867831.91,54421140.85,53974449.79,53527758.73,53081067.67,52634376.6,52187685.54,51740994.48
